"CityTown","StateTerritory","lat","lon","locality","state","county","Location"
"Graham","NC","36.069026","-79.400576","Graham","NC","Alamance County","Graham, NC"
"Grain Valley","MO","39.015007","-94.198558","Grain Valley","MO","Jackson County","Grain Valley, MO"
"Granbury","TX","32.448874","-97.790576","Granbury","TX","Hood County","Granbury, TX"
"Granby","CO","40.086097","-105.93946","Granby","CO","Grand County","Granby, CO"
"Granby","CT","41.954061","-72.78877","Granby","CT","Hartford County","Granby, CT"
"Granby","MA","42.257087","-72.516886","Granby","MA","Hampshire County","Granby, MA"
"Grand Bay","AL","30.476308","-88.34223","Grand Bay","AL","Mobile County","Grand Bay, AL"
"Grand Blanc","MI","42.927528","-83.629952","Grand Blanc","MI","Genesee County","Grand Blanc, MI"
"Grand Forks","ND","47.925257","-97.032855","Grand Forks","ND","Grand Forks County","Grand Forks, ND"
"Grand Haven","MI","43.063073","-86.228386","Grand Haven","MI","Ottawa County","Grand Haven, MI"
"Grand Island","NE","40.926396","-98.342012","Grand Island","NE","Hall County","Grand Island, NE"
"Grand Island","NY","43.021628","-78.96573","Grand Island","NY","Erie County","Grand Island, NY"
"Grand Junction","CO","39.063871","-108.550649","Grand Junction","CO","Mesa County","Grand Junction, CO"
"Grand Ledge","MI","42.753369","-84.746376","Grand Ledge","MI","Eaton County","Grand Ledge, MI"
"Grand Marais","MN","47.750447","-90.334273","Grand Marais","MN","Cook County","Grand Marais, MN"
"GRAND MARAIS","MN","47.750447","-90.334273","Grand Marais","MN","Cook County","GRAND MARAIS, MN"
"Grand Prairie","TX","32.745964","-96.997785","Grand Prairie","TX","Dallas County","Grand Prairie, TX"
"Grand Rapids","MI","42.96336","-85.668086","Grand Rapids","MI","Kent County","Grand Rapids, MI"
"Grand Rapids","MN","47.237166","-93.530214","Grand Rapids","MN","Itasca County","Grand Rapids, MN"
"Grand Terrace","CA","34.033903","-117.313654","Grand Terrace","CA","San Bernardino County","Grand Terrace, CA"
"Grand Vally","CO","39.312479","-108.883994",NA,"CO","Mesa County","Grand Vally, CO"
"Grandview Heights","OH","39.979786","-83.04074","Grandview Heights","OH","Franklin County","Grandview Heights, OH"
"Grandview","MO","38.885841","-94.53301","Grandview","MO","Jackson County","Grandview, MO"
"Grandview","WA","46.250965","-119.901705","Grandview","WA","Yakima County","Grandview, WA"
"Grandville","MI","42.909748","-85.763088","Grandville","MI","Kent County","Grandville, MI"
"Granger","IN","41.753382","-86.110838","Granger","IN","St. Joseph County","Granger, IN"
"Granite Bay","CA","38.763235","-121.163836","Granite Bay","CA","Placer County","Granite Bay, CA"
"Granite City","IL","38.701439","-90.14872","Granite City","IL","Madison County","Granite City, IL"
"Granite Falls","WA","48.08399","-121.968742","Granite Falls","WA","Snohomish County","Granite Falls, WA"
"Grants Pass","OR","42.439007","-123.328393","Grants Pass","OR","Josephine County","Grants Pass, OR"
"Grants","NM","35.14726","-107.851447","Grants","NM","Cibola County","Grants, NM"
"Grantsville","UT","40.599942","-112.464399","Grantsville","UT","Tooele County","Grantsville, UT"
"Granville","MA","42.099655","-72.922433","Granville","MA","Hampden County","Granville, MA"
"Granville","NY","43.407849","-73.259553","Granville","NY","Washington County","Granville, NY"
"Granville","OH","40.068119","-82.519604","Granville","OH","Licking County","Granville, OH"
"Grapevine","TX","32.934292","-97.078065","Grapevine","TX","Tarrant County","Grapevine, TX"
"Grass Valley","CA","39.219061","-121.061061","Grass Valley","CA","Nevada County","Grass Valley, CA"
"Gravette","AR","36.422021","-94.453548","Gravette","AR","Benton County","Gravette, AR"
"Gray","TN","36.419826","-82.476535","Gray","TN","Washington County","Gray, TN"
"Grayling","MI","44.661404","-84.714751","Grayling","MI","Crawford County","Grayling, MI"
"Grays Creek","NC","34.899452","-78.860912","Hope Mills","NC","Cumberland County","Grays Creek, NC"
"Grayslake","IL","42.344466","-88.041746","Grayslake","IL","Lake County","Grayslake, IL"
"Grayson","GA","33.894273","-83.95574","Grayson","GA","Gwinnett County","Grayson, GA"
"Grayton Beach","FL","30.329817","-86.165039","Grayton Beach","FL","Walton County","Grayton Beach, FL"
"Great Barrington","MA","42.19598","-73.362008","Great Barrington","MA","Berkshire County","Great Barrington, MA"
"Great Bend","KS","38.364457","-98.764807","Great Bend","KS","Barton County","Great Bend, KS"
"Great Falls","MI","47.505285","-111.300772","Great Falls","MT","Cascade County","Great Falls, MI"
"Great Falls","MT","47.505285","-111.300772","Great Falls","MT","Cascade County","Great Falls, MT"
"Great Meadows","NJ","40.870627","-74.911853",NA,"NJ","Warren County","Great Meadows, NJ"
"Great Mills","MD","38.261609","-76.496792","Great Mills","MD","St. Mary's County","Great Mills, MD"
"Great Neck Estates","NY","40.787046","-73.736798","Great Neck Estates","NY","Nassau County","Great Neck Estates, NY"
"Great Neck","NY","40.800657","-73.728465","Great Neck","NY","Nassau County","Great Neck, NY"
"Greece","NY","43.209784","-77.69306","Greece","NY","Monroe County","Greece, NY"
"Greeley","CO","40.423314","-104.709132","Greeley","CO","Weld County","Greeley, CO"
"Green Bay","MI","44.513319","-88.013296","Green Bay","WI","Brown County","Green Bay, MI"
"Green Bay","MN","45.077683","-93.308404","Brooklyn Center","MN","Hennepin County","Green Bay, MN"
"Green Bay","WI","44.513319","-88.013296","Green Bay","WI","Brown County","Green Bay, WI"
"Green Cove Springs","FL","29.991909","-81.678147","Green Cove Springs","FL","Clay County","Green Cove Springs, FL"
"Green Oak","MI","42.478276","-83.741163",NA,"MI","Livingston County","Green Oak, MI"
"Green Valley","AZ","31.854251","-110.993702","Green Valley","AZ","Pima County","Green Valley, AZ"
"Greenbelt","MD","39.004554","-76.875528","Greenbelt","MD","Prince George's County","Greenbelt, MD"
"Greenbrier","AR","35.233971","-92.387655","Greenbrier","AR","Faulkner County","Greenbrier, AR"
"Greenburg","PA","40.301458","-79.538929","Greensburg","PA","Westmoreland County","Greenburg, PA"
"Greencastle","IN","39.64449","-86.864732","Greencastle","IN","Putnam County","Greencastle, IN"
"Greencastle","PA","39.790371","-77.727771","Greencastle","PA","Franklin County","Greencastle, PA"
"Greendale","WI","42.940571","-87.995919","Greendale","WI","Milwaukee County","Greendale, WI"
"Greeneville","SC","34.852618","-82.39401","Greenville","SC","Greenville County","Greeneville, SC"
"Greeneville","TN","36.163157","-82.830986","Greeneville","TN","Greene County","Greeneville, TN"
"Greenfield","CA","36.3208","-121.243814","Greenfield","CA","Monterey County","Greenfield, CA"
"Greenfield","IN","39.785043","-85.769423","Greenfield","IN","Hancock County","Greenfield, IN"
"Greenfield","MA","42.587915","-72.59941","Greenfield","MA","Franklin County","Greenfield, MA"
"Greenlawn","NY","40.868987","-73.365119","Greenlawn","NY","Suffolk County","Greenlawn, NY"
"Greenport","NY","41.103433","-72.35925","Greenport","NY","Suffolk County","Greenport, NY"
"Greensboro","GA","33.575683","-83.182379","Greensboro","GA","Greene County","Greensboro, GA"
"Greensboro","NC","36.072635","-79.791975","Greensboro","NC","Guilford County","Greensboro, NC"
"Greensburg","IN","39.337272","-85.483581","Greensburg","IN","Decatur County","Greensburg, IN"
"Greensburg","PA","40.301458","-79.538929","Greensburg","PA","Westmoreland County","Greensburg, PA"
"Greenville","KY","37.201154","-87.178885","Greenville","KY","Muhlenberg County","Greenville, KY"
"Greenville","MI","43.177531","-85.252799","Greenville","MI","Montcalm County","Greenville, MI"
"Greenville","NC","35.612661","-77.366354","Greenville","NC","Pitt County","Greenville, NC"
"Greenville","PA","41.404499","-80.391179","Greenville","PA","Mercer County","Greenville, PA"
"Greenville","SC","34.852618","-82.39401","Greenville","SC","Greenville County","Greenville, SC"
"Greenville","TN","36.163157","-82.830986","Greeneville","TN","Greene County","Greenville, TN"
"Greenville","TX","33.138449","-96.110807","Greenville","TX","Hunt County","Greenville, TX"
"Greenwich","CT","41.026242","-73.628196","Greenwich","CT","Fairfield County","Greenwich, CT"
"Greenwich","NY","43.090139","-73.499282","Greenwich","NY","Washington County","Greenwich, NY"
"Greenwood Village","CO","39.61721","-104.950814","Greenwood Village","CO","Arapahoe County","Greenwood Village, CO"
"Greenwood","IN","39.613658","-86.106653","Greenwood","IN","Johnson County","Greenwood, IN"
"Greenwood","MS","33.516232","-90.179528","Greenwood","MS","Leflore County","Greenwood, MS"
"Greenwood","SC","34.1954","-82.161788","Greenwood","SC","Greenwood County","Greenwood, SC"
"Greer","SC","34.938728","-82.227057","Greer","SC","Greenville County","Greer, SC"
"Greeville","NC","35.612661","-77.366354","Greenville","NC","Pitt County","Greeville, NC"
"Gresham","IL","41.743377","-87.6562","Chicago","IL","Cook County","Gresham, IL"
"Gresham","OR","45.50985","-122.434761","Gresham","OR","Multnomah County","Gresham, OR"
"Gresham","TN","35.838013","-86.390581","Murfreesboro","TN","Rutherford County","Gresham, TN"
"Griffith","IN","41.528369","-87.42365","Griffith","IN","Lake County","Griffith, IN"
"Grinnell","IA","41.743409","-92.723246","Grinnell","IA","Poweshiek County","Grinnell, IA"
"Gross Pointe","MI","42.386148","-82.911859","Grosse Pointe","MI","Wayne County","Gross Pointe, MI"
"Grosse Ile","MI","42.129075","-83.14459","Grosse Ile Township","MI","Wayne County","Grosse Ile, MI"
"Grosse Point - Detroit","MI","42.386148","-82.911859","Grosse Pointe","MI","Wayne County","Grosse Point - Detroit, MI"
"Grosse Point Woods","MI","42.443648","-82.90686","Grosse Pointe Woods","MI","Wayne County","Grosse Point Woods, MI"
"Grosse Point","MI","42.386148","-82.911859","Grosse Pointe","MI","Wayne County","Grosse Point, MI"
"Grosse Pointe","MI","42.386148","-82.911859","Grosse Pointe","MI","Wayne County","Grosse Pointe, MI"
"Grosse Pointees","MI","42.386148","-82.911859","Grosse Pointe","MI","Wayne County","Grosse Pointees, MI"
"Groton","CT","41.349746","-72.079072","Groton","CT","New London County","Groton, CT"
"Groton","MA","42.611202","-71.574515","Groton","MA","Middlesex County","Groton, MA"
"Grottoes","VA","38.267352","-78.825858","Grottoes","VA","Rockingham County","Grottoes, VA"
"Grove City","OH","39.881452","-83.092964","Grove City","OH","Franklin County","Grove City, OH"
"Grove city","PA","41.157838","-80.08867","Grove City","PA","Mercer County","Grove city, PA"
"Grove City","PA","41.157838","-80.08867","Grove City","PA","Mercer County","Grove City, PA"
"Grove","OK","36.593686","-94.769119","Grove","OK","Delaware County","Grove, OK"
"Grover Beach","CA","35.121642","-120.621282","Grover Beach","CA","San Luis Obispo County","Grover Beach, CA"
"Groversville","NY","43.052851","-74.343747","Gloversville","NY","Fulton County","Groversville, NY"
"Grovestown","GA","33.450416","-82.198176","Grovetown","GA","Columbia County","Grovestown, GA"
"Grovetown","GA","33.450416","-82.198176","Grovetown","GA","Columbia County","Grovetown, GA"
"Grundy Center","IA","42.36165","-92.768533","Grundy Center","IA","Grundy County","Grundy Center, IA"
"Guadalupe","TX","29.647731","-97.87216",NA,"TX","Guadalupe County","Guadalupe, TX"
"Gualala","CA","38.7723","-123.534008","Gualala","CA","Mendocino County","Gualala, CA"
"Guam","GU","13.444304","144.793731",NA,NA,NA,"Guam, GU"
"Guaynabo","PR","18.361555","-66.111068",NA,"Guaynabo",NA,"Guaynabo, PR"
"Guilderland Center","NY","42.701523","-73.966531","Guilderland Center","NY","Albany County","Guilderland Center, NY"
"Guilderland","NY","42.704357","-73.911643","Guilderland","NY","Albany County","Guilderland, NY"
"Guilford County","NC","36.089987","-79.829674",NA,"NC","Guilford County","Guilford County, NC"
"Guilford","CT","41.288906","-72.674364","Guilford","CT","New Haven County","Guilford, CT"
"Guilford","ME","45.168937","-69.384478","Guilford","ME","Piscataquis County","Guilford, ME"
"Guinda","CA","38.829196","-122.192896","Guinda","CA","Yolo County","Guinda, CA"
"Gulf Breeze","FL","30.357144","-87.163857","Gulf Breeze","FL","Santa Rosa County","Gulf Breeze, FL"
"Gulf Breeze","NJ","30.357144","-87.163857","Gulf Breeze","FL","Santa Rosa County","Gulf Breeze, NJ"
"Gulfport","FL","27.748361","-82.703433","Gulfport","FL","Pinellas County","Gulfport, FL"
"Gulfport","MS","30.36742","-89.092816","Gulfport","MS","Harrison County","Gulfport, MS"
"Gunnison","CO","38.545825","-106.925321","Gunnison","CO","Gunnison County","Gunnison, CO"
"Gurnee","IL","42.3703","-87.902019","Gurnee","IL","Lake County","Gurnee, IL"
"Gustavus","AK","58.413333","-135.736944","Gustavus","AK","Hoonah-Angoon","Gustavus, AK"
"Gustine","CA","37.257717","-120.998815","Gustine","CA","Merced County","Gustine, CA"
"Gypsum","CO","39.646929","-106.951711","Gypsum","CO","Eagle County","Gypsum, CO"
"Hacienda Heights","CA","33.993068","-117.968676","Hacienda Heights","CA","Los Angeles County","Hacienda Heights, CA"
"Hackensack","NJ","40.885933","-74.043474","Hackensack","NJ","Bergen County","Hackensack, NJ"
"Hackensak","NJ","40.885933","-74.043474","Hackensack","NJ","Bergen County","Hackensak, NJ"
"Hackettstown","NJ","40.853988","-74.829055","Hackettstown","NJ","Warren County","Hackettstown, NJ"
"Haddam","CT","41.477143","-72.512276","Haddam","CT","Middlesex County","Haddam, CT"
"Haddon Heights","NJ","39.877336","-75.064617","Haddon Heights","NJ","Camden County","Haddon Heights, NJ"
"Haddonfield","NJ","39.891502","-75.037671","Haddonfield","NJ","Camden County","Haddonfield, NJ"
"Hadley","MA","42.341757","-72.588422","Hadley","MA","Hampshire County","Hadley, MA"
"Hagatna","GU","13.476282","144.750223","Hag�t�a",NA,NA,"Hagatna, GU"
"Hag�t�a","GU","13.476282","144.750223","Hag�t�a",NA,NA,"Hag�t�a, GU"
"H�gat�a","GU","13.476282","144.750223","Hag�t�a",NA,NA,"H�gat�a, GU"
"Hagerstown","MD","39.641763","-77.719993","Hagerstown","MD","Washington County","Hagerstown, MD"
"Hagnata","GU","13.476282","144.750223","Hag�t�a",NA,NA,"Hagnata, GU"
"Hailey","ID","43.519629","-114.315325","Hailey","ID","Blaine County","Hailey, ID"
"Haines City","FL","28.114184","-81.617854","Haines City","FL","Polk County","Haines City, FL"
"Haines","AK","59.235833","-135.445","Haines","AK","Haines","Haines, AK"
"Haledon","NJ","40.935654","-74.186256","Haledon","NJ","Passaic County","Haledon, NJ"
"Haleiwa","HI","21.592761","-158.103411","Haleiwa","HI","Honolulu County","Haleiwa, HI"
"Half Moon Bay","CA","37.463552","-122.428586","Half Moon Bay","CA","San Mateo County","Half Moon Bay, CA"
"Halfway","OR","44.880715","-117.114617","Halfway","OR","Baker County","Halfway, OR"
"Hallandale Beach","FL","25.981202","-80.148379","Hallandale Beach","FL","Broward County","Hallandale Beach, FL"
"Hallettsville","TX","29.443853","-96.941093","Hallettsville","TX","Lavaca County","Hallettsville, TX"
"Hamboldt County","CA","40.745005","-123.869509",NA,"CA","Humboldt County","Hamboldt County, CA"
"Hamburg","NY","42.715893","-78.829477","Hamburg","NY","Erie County","Hamburg, NY"
"Hamburg","PA","40.555648","-75.981877","Hamburg","PA","Berks County","Hamburg, PA"
"Hamden","CT","41.383878","-72.902606","Hamden","CT","New Haven County","Hamden, CT"
"Hamilton","IN","41.533662","-84.91274","Hamilton","IN","Steuben County","Hamilton, IN"
"Hamilton","MT","46.247144","-114.154816","Hamilton","MT","Ravalli County","Hamilton, MT"
"Hamilton","NJ","40.211511","-74.679665","Hamilton Township","NJ","Mercer County","Hamilton, NJ"
"Hamilton","NY","42.827014","-75.544624","Hamilton","NY","Madison County","Hamilton, NY"
"Hamilton","OH","39.399501","-84.561335","Hamilton","OH","Butler County","Hamilton, OH"
"Hammond","IN","41.583369","-87.500041","Hammond","IN","Lake County","Hammond, IN"
"Hammond","LA","30.504358","-90.461199","Hammond","LA","Tangipahoa Parish","Hammond, LA"
"Hammonton","NJ","39.636506","-74.802385","Hammonton","NJ","Atlantic County","Hammonton, NJ"
"Hampstead","MD","39.604825","-76.849977","Hampstead","MD","Carroll County","Hampstead, MD"
"Hampton Bays","NY","40.868989","-72.517589","Hampton Bays","NY","Suffolk County","Hampton Bays, NY"
"Hampton","GA","33.387058","-84.282978","Hampton","GA","Henry County","Hampton, GA"
"Hampton","NH","42.937593","-70.838922","Hampton","NH","Rockingham County","Hampton, NH"
"Hampton","NJ","40.707045","-74.956003","Hampton","NJ","Hunterdon County","Hampton, NJ"
"Hampton","VA","37.029869","-76.345222","Hampton","VA",NA,"Hampton, VA"
"Hamtramck","MI","42.392815","-83.049644","Hamtramck","MI","Wayne County","Hamtramck, MI"
"Hana","HI","20.757508","-155.988407","Hana","HI","Maui County","Hana, HI"
"Hanalei","HI","22.203322","-159.497746","Hanalei","HI","Kauai County","Hanalei, HI"
"Hanapepe","HI","21.9156","-159.590176","Hanapepe","HI","Kauai County","Hanapepe, HI"
"Hancock","MD","39.700002","-78.186379","Hancock","MD","Washington County","Hancock, MD"
"Hancock","MI","47.126871","-88.580956","Hancock","MI","Houghton County","Hancock, MI"
"Hanford","CA","36.32745","-119.645684","Hanford","CA","Kings County","Hanford, CA"
"Hannibal","MO","39.708379","-91.358482","Hannibal","MO","Marion County","Hannibal, MO"
"Hannibal","NY","43.321179","-76.578834","Hannibal","NY","Oswego County","Hannibal, NY"
"Hanover County","VA","37.777207","-77.516079",NA,"VA","Hanover County","Hanover County, VA"
"Hanover","NH","43.702245","-72.289553","Hanover","NH","Grafton County","Hanover, NH"
"Hanover","NY","42.483209","-79.132274",NA,"NY","Chautauqua County","Hanover, NY"
"Hanover","PA","39.800655","-76.983036","Hanover","PA","York County","Hanover, PA"
